"","x"
"1","REACTOME_BIOLOGICAL_OXIDATIONS"
"2","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"3","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"4","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"5","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"6","REACTOME_CRISTAE_FORMATION"
"7","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"8","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"9","REACTOME_EPH_EPHRIN_SIGNALING"
"10","REACTOME_INNATE_IMMUNE_SYSTEM"
"11","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"12","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"13","REACTOME_METABOLISM_OF_LIPIDS"
"14","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"15","REACTOME_NEUTROPHIL_DEGRANULATION"
"16","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"17","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"18","REACTOME_PROTEIN_LOCALIZATION"
"19","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"20","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY"
"21","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"22","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"23","REACTOME_TRANSLATION"
"24","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
