"","x"
"1","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"6","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"7","REACTOME_CRISTAE_FORMATION"
"8","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"9","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"10","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"11","REACTOME_EPH_EPHRIN_SIGNALING"
"12","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"13","REACTOME_HIV_INFECTION"
"14","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"15","REACTOME_INNATE_IMMUNE_SYSTEM"
"16","REACTOME_INTERLEUKIN_10_SIGNALING"
"17","REACTOME_INTERLEUKIN_1_SIGNALING"
"18","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"19","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"20","REACTOME_MEMBRANE_TRAFFICKING"
"21","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"22","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"23","REACTOME_METABOLISM_OF_LIPIDS"
"24","REACTOME_METABOLISM_OF_STEROIDS"
"25","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"26","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"27","REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE"
"28","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"29","REACTOME_NEUTROPHIL_DEGRANULATION"
"30","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"31","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"32","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"33","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"34","REACTOME_PROGRAMMED_CELL_DEATH"
"35","REACTOME_PROTEIN_LOCALIZATION"
"36","REACTOME_RHOQ_GTPASE_CYCLE"
"37","REACTOME_SIGNALING_BY_GPCR"
"38","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"39","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"40","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"41","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"42","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"43","REACTOME_TRANSLATION"
"44","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"45","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"46","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
