"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_INFECTIOUS_DISEASE"
"4","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"5","REACTOME_HEMOSTASIS"
"6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"7","REACTOME_SIGNALING_BY_GPCR"
"8","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"9","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"10","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"11","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"12","REACTOME_MEMBRANE_TRAFFICKING"
"13","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"14","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"15","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"16","REACTOME_METABOLISM_OF_STEROIDS"
"17","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"18","REACTOME_PROGRAMMED_CELL_DEATH"
"19","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"20","REACTOME_METABOLISM_OF_LIPIDS"
"21","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"22","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"23","REACTOME_AUTOPHAGY"
"24","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"25","REACTOME_TRANSLATION"
"26","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"27","REACTOME_INNATE_IMMUNE_SYSTEM"
"28","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"29","REACTOME_RHOQ_GTPASE_CYCLE"
"30","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"31","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"32","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
"33","REACTOME_PROTEIN_LOCALIZATION"
"34","REACTOME_INTERLEUKIN_10_SIGNALING"
"35","REACTOME_METABOLISM_OF_POLYAMINES"
"36","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"37","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"38","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"39","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"40","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"41","REACTOME_HIV_INFECTION"
"42","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS"
"43","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"44","REACTOME_CRISTAE_FORMATION"
"45","REACTOME_EPH_EPHRIN_SIGNALING"
"46","REACTOME_SIGNALING_BY_INTERLEUKINS"
"47","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"48","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"49","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"50","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"51","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"
"52","REACTOME_NEUTROPHIL_DEGRANULATION"
"53","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"54","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"55","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
