"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"4","REACTOME_INFECTIOUS_DISEASE"
"5","REACTOME_HEMOSTASIS"
"6","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"7","REACTOME_SIGNALING_BY_GPCR"
"8","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"9","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"10","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"11","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"
"12","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"13","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"14","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"15","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"16","REACTOME_MEMBRANE_TRAFFICKING"
"17","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"18","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"19","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"20","REACTOME_PROGRAMMED_CELL_DEATH"
"21","REACTOME_AUTOPHAGY"
"22","REACTOME_INNATE_IMMUNE_SYSTEM"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_TRANSLATION"
"25","REACTOME_BIOLOGICAL_OXIDATIONS"
"26","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"27","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"28","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"29","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"30","REACTOME_MITOCHONDRIAL_TRANSLATION"
"31","REACTOME_METABOLISM_OF_LIPIDS"
"32","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"33","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"34","REACTOME_RHOQ_GTPASE_CYCLE"
"35","REACTOME_HIV_INFECTION"
"36","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"37","REACTOME_SIGNALING_BY_INTERLEUKINS"
"38","REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY"
"39","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
"40","REACTOME_PROTEIN_LOCALIZATION"
"41","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS"
"42","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"43","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"44","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"45","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"46","REACTOME_METABOLISM_OF_POLYAMINES"
"47","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"48","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"49","REACTOME_NEUTROPHIL_DEGRANULATION"
"50","REACTOME_CRISTAE_FORMATION"
"51","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"52","REACTOME_INTERLEUKIN_1_SIGNALING"
"53","REACTOME_EPH_EPHRIN_SIGNALING"
"54","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"55","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"56","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"57","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
