"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"3","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"4","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"5","REACTOME_FCGR_ACTIVATION"
"6","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"7","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"8","REACTOME_SIGNALING_BY_GPCR"
"9","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"10","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"11","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"12","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"13","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"14","REACTOME_PROGRAMMED_CELL_DEATH"
"15","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"16","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"17","REACTOME_MEMBRANE_TRAFFICKING"
"18","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"19","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"20","REACTOME_INNATE_IMMUNE_SYSTEM"
"21","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"22","REACTOME_TRANSLATION"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_BIOLOGICAL_OXIDATIONS"
"25","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"26","REACTOME_HIV_INFECTION"
"27","REACTOME_METABOLISM_OF_STEROIDS"
"28","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"29","REACTOME_METABOLISM_OF_LIPIDS"
"30","REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE"
"31","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"32","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"33","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"34","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"35","REACTOME_RHOQ_GTPASE_CYCLE"
"36","REACTOME_PROTEIN_LOCALIZATION"
"37","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"38","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"39","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"40","REACTOME_NEUTROPHIL_DEGRANULATION"
"41","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"42","REACTOME_INTERLEUKIN_10_SIGNALING"
"43","REACTOME_INTERLEUKIN_1_SIGNALING"
"44","REACTOME_EPH_EPHRIN_SIGNALING"
"45","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"46","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"47","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"48","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"49","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"50","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"51","REACTOME_CRISTAE_FORMATION"
"52","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
